conv_id,turn,annotator_id,perceived_persona_warmth,perceived_persona_dominance,perceived_persona_curiosity,perceived_persona_structure,perceived_persona_stability,perceived_persona_deference,perceived_persona_humility,emotional_tone,realized_move,apparent_objective,response_implied_expected_reaction
q1__medical_marijuana__self_play__gemma2_9b__gemma2_9b__sup_opp__s0__086b81987a,13,gpt_pass_1,1.0,3.0,1.0,2.0,3.0,0.0,1.0,mixed,rebut,defend,rebuttal
q1__medical_marijuana__self_play__gemma2_9b__gemma2_9b__sup_opp__s0__086b81987a,14,gpt_pass_1,2.0,2.0,1.0,3.0,3.0,2.0,1.0,mixed,rebut,defend,rebuttal
q1__medical_marijuana__self_play__gemma2_9b__gemma2_9b__sup_opp__s0__086b81987a,15,gpt_pass_1,1.0,4.0,2.0,3.0,2.0,0.0,1.0,mixed,rebut,defend,escalation
q1__medical_marijuana__self_play__gemma2_9b__gemma2_9b__sup_opp__s0__086b81987a,16,gpt_pass_1,1.0,1.0,1.0,2.0,2.0,1.0,1.0,mixed,assert,defend,clarification
q1__medical_marijuana__self_play__gemma2_9b__gemma2_9b__sup_opp__s0__086b81987a,17,gpt_pass_1,1.0,3.0,1.0,3.0,2.0,2.0,1.0,mixed,rebut,defend,rebuttal
q1__medical_marijuana__self_play__gemma2_9b__gemma2_9b__sup_opp__s0__086b81987a,18,gpt_pass_1,2.0,1.0,2.0,2.0,2.0,1.0,2.0,mixed,assert,defend,agreement
q1__medical_marijuana__self_play__gemma2_9b__gemma2_9b__sup_opp__s0__086b81987a,19,gpt_pass_1,1.0,3.0,0.0,3.0,3.0,1.0,0.0,mixed,rebut,defend,rebuttal
q1__medical_marijuana__self_play__gemma2_9b__gemma2_9b__sup_opp__s0__086b81987a,20,gpt_pass_1,2.0,2.0,2.0,3.0,3.0,1.0,1.0,mixed,assert,defend,rebuttal
q1__medical_marijuana__self_play__gemma2_9b__gemma2_9b__sup_opp__s0__086b81987a,21,gpt_pass_1,1.0,3.0,1.0,3.0,2.0,2.0,1.0,mixed,rebut,challenge,rebuttal
q1__medical_marijuana__self_play__gemma2_9b__gemma2_9b__sup_opp__s0__086b81987a,22,gpt_pass_1,3.0,1.0,2.0,2.0,3.0,1.0,2.0,mixed,concede,accommodate,agreement
q1__medical_marijuana__self_play__gemma2_9b__gemma2_9b__sup_opp__s0__086b81987a,23,gpt_pass_1,2.0,3.0,1.0,2.0,2.0,1.0,2.0,mixed,rebut,defend,rebuttal
q1__medical_marijuana__self_play__gemma2_9b__gemma2_9b__sup_opp__s0__086b81987a,24,gpt_pass_1,2.0,1.0,1.0,3.0,2.0,1.0,1.0,mixed,assert,defend,agreement
q1__medical_marijuana__self_play__gemma2_9b__gemma2_9b__sup_opp__s0__086b81987a,25,gpt_pass_1,1.0,4.0,0.0,2.0,3.0,3.0,1.0,mixed,rebut,defend,rebuttal
q1__medical_marijuana__self_play__gemma2_9b__gemma2_9b__sup_opp__s0__086b81987a,26,gpt_pass_1,2.0,2.0,1.0,3.0,3.0,1.0,2.0,mixed,assert,defend,agreement
q1__medical_marijuana__self_play__gemma2_9b__gemma2_9b__sup_opp__s0__086b81987a,27,gpt_pass_1,2.0,3.0,1.0,3.0,2.0,2.0,2.0,mixed,rebut,challenge,rebuttal
q1__medical_marijuana__self_play__gemma2_9b__gemma2_9b__sup_opp__s0__086b81987a,28,gpt_pass_1,2.0,2.0,1.0,2.0,3.0,1.0,2.0,mixed,assert,defend,rebuttal
q1__medical_marijuana__self_play__gemma2_9b__gemma2_9b__sup_opp__s0__086b81987a,29,gpt_pass_1,1.0,2.0,1.0,2.0,2.0,2.0,1.0,mixed,clarify,challenge,clarification
q1__medical_marijuana__self_play__gemma2_9b__gemma2_9b__sup_opp__s0__086b81987a,30,gpt_pass_1,2.0,1.0,1.0,2.0,2.0,1.0,1.0,mixed,synthesize,accommodate,agreement
q1__medical_marijuana__self_play__gemma2_9b__gemma2_9b__sup_opp__s0__086b81987a,31,gpt_pass_1,0.0,3.0,0.0,2.0,2.0,1.0,0.0,mixed,assert,defend,escalation
q1__medical_marijuana__self_play__llama3_8b__llama3_8b__opp_sup__s0__3aa940f007,0,gpt_pass_1,1.0,4.0,0.0,3.0,2.0,1.0,0.0,negative,assert,challenge,rebuttal
q1__medical_marijuana__self_play__llama3_8b__llama3_8b__opp_sup__s0__3aa940f007,1,gpt_pass_1,1.0,2.0,1.0,2.0,2.0,1.0,1.0,mixed,clarify,defend,uncertain
q1__medical_marijuana__self_play__llama3_8b__llama3_8b__opp_sup__s0__3aa940f007,2,gpt_pass_1,1.0,2.0,1.0,3.0,2.0,2.0,2.0,mixed,rebut,challenge,rebuttal
q1__medical_marijuana__self_play__llama3_8b__llama3_8b__opp_sup__s0__3aa940f007,3,gpt_pass_1,2.0,2.0,3.0,3.0,2.0,2.0,2.0,mixed,assert,defend,agreement
q1__medical_marijuana__self_play__llama3_8b__llama3_8b__opp_sup__s0__3aa940f007,4,gpt_pass_1,2.0,3.0,1.0,3.0,4.0,2.0,2.0,mixed,rebut,challenge,rebuttal
q1__medical_marijuana__self_play__llama3_8b__llama3_8b__opp_sup__s0__3aa940f007,5,gpt_pass_1,2.0,2.0,2.0,2.0,2.0,1.0,2.0,mixed,synthesize,explore,synthesis
q1__medical_marijuana__self_play__llama3_8b__llama3_8b__opp_sup__s0__3aa940f007,6,gpt_pass_1,2.0,3.0,1.0,3.0,3.0,2.0,2.0,mixed,rebut,challenge,rebuttal
q1__medical_marijuana__self_play__llama3_8b__llama3_8b__opp_sup__s0__3aa940f007,7,gpt_pass_1,2.0,2.0,2.0,2.0,3.0,1.0,2.0,mixed,assert,defend,agreement
q1__medical_marijuana__self_play__llama3_8b__llama3_8b__opp_sup__s0__3aa940f007,8,gpt_pass_1,1.0,3.0,1.0,3.0,2.0,1.0,2.0,mixed,rebut,challenge,rebuttal
q1__medical_marijuana__self_play__llama3_8b__llama3_8b__opp_sup__s0__3aa940f007,9,gpt_pass_1,1.0,2.0,2.0,2.0,2.0,1.0,2.0,mixed,clarify,accommodate,agreement
q1__medical_marijuana__self_play__llama3_8b__llama3_8b__opp_sup__s0__3aa940f007,10,gpt_pass_1,1.0,3.0,1.0,2.0,3.0,1.0,1.0,mixed,rebut,challenge,rebuttal
q1__medical_marijuana__self_play__llama3_8b__llama3_8b__opp_sup__s0__3aa940f007,11,gpt_pass_1,2.0,1.0,1.0,2.0,2.0,2.0,3.0,mixed,clarify,challenge,clarification
q1__medical_marijuana__self_play__llama3_8b__llama3_8b__opp_sup__s0__3aa940f007,12,gpt_pass_1,1.0,3.0,0.0,4.0,3.0,3.0,1.0,mixed,rebut,defend,rebuttal
q1__medical_marijuana__self_play__llama3_8b__llama3_8b__opp_sup__s0__3aa940f007,13,gpt_pass_1,2.0,2.0,1.0,2.0,2.0,2.0,2.0,mixed,assert,defend,accommodation
q1__medical_marijuana__self_play__llama3_8b__llama3_8b__opp_sup__s0__3aa940f007,14,gpt_pass_1,1.0,4.0,1.0,4.0,3.0,0.0,2.0,mixed,assert,defend,rebuttal
q1__medical_marijuana__self_play__llama3_8b__llama3_8b__opp_sup__s0__3aa940f007,15,gpt_pass_1,2.0,3.0,2.0,2.0,2.0,1.0,1.0,mixed,synthesize,synthesize,synthesis
q1__medical_marijuana__self_play__llama3_8b__llama3_8b__opp_sup__s0__3aa940f007,16,gpt_pass_1,1.0,3.0,1.0,4.0,3.0,1.0,2.0,mixed,rebut,challenge,rebuttal
q1__medical_marijuana__self_play__llama3_8b__llama3_8b__opp_sup__s0__3aa940f007,17,gpt_pass_1,1.0,3.0,2.0,3.0,3.0,1.0,1.0,mixed,rebut,defend,rebuttal
q1__medical_marijuana__self_play__llama3_8b__llama3_8b__opp_sup__s0__3aa940f007,18,gpt_pass_1,1.0,3.0,1.0,3.0,2.0,1.0,1.0,mixed,rebut,challenge,rebuttal
q1__medical_marijuana__self_play__llama3_8b__llama3_8b__opp_sup__s0__3aa940f007,19,gpt_pass_1,2.0,2.0,1.0,3.0,3.0,2.0,1.0,mixed,clarify,synthesize,agreement
q1__medical_marijuana__self_play__llama3_8b__llama3_8b__opp_sup__s0__3aa940f007,20,gpt_pass_1,1.0,2.0,0.0,2.0,2.0,2.0,2.0,mixed,rebut,challenge,rebuttal
q1__medical_marijuana__self_play__llama3_8b__llama3_8b__opp_sup__s0__3aa940f007,21,gpt_pass_1,2.0,3.0,1.0,3.0,2.0,2.0,2.0,mixed,assert,persuade,agreement
q1__medical_marijuana__self_play__llama3_8b__llama3_8b__opp_sup__s0__3aa940f007,22,gpt_pass_1,0.0,4.0,1.0,3.0,3.0,0.0,0.0,mixed,rebut,defend,rebuttal
q1__medical_marijuana__self_play__llama3_8b__llama3_8b__opp_sup__s0__3aa940f007,23,gpt_pass_1,1.0,2.0,2.0,3.0,3.0,1.0,1.0,mixed,assert,defend,rebuttal
q1__medical_marijuana__self_play__llama3_8b__llama3_8b__opp_sup__s0__3aa940f007,24,gpt_pass_1,1.0,3.0,1.0,2.0,2.0,1.0,1.0,mixed,rebut,challenge,rebuttal
q1__medical_marijuana__self_play__llama3_8b__llama3_8b__opp_sup__s0__3aa940f007,25,gpt_pass_1,2.0,2.0,3.0,3.0,3.0,2.0,2.0,mixed,synthesize,explore,synthesis
q1__medical_marijuana__self_play__llama3_8b__llama3_8b__opp_sup__s0__3aa940f007,26,gpt_pass_1,1.0,4.0,2.0,3.0,3.0,0.0,1.0,mixed,rebut,challenge,rebuttal
q1__medical_marijuana__self_play__llama3_8b__llama3_8b__opp_sup__s0__3aa940f007,27,gpt_pass_1,1.0,2.0,1.0,2.0,2.0,2.0,2.0,mixed,clarify,defend,clarification
q1__medical_marijuana__self_play__llama3_8b__llama3_8b__opp_sup__s0__3aa940f007,28,gpt_pass_1,1.0,3.0,1.0,2.0,2.0,1.0,2.0,mixed,rebut,challenge,rebuttal
q1__medical_marijuana__self_play__llama3_8b__llama3_8b__opp_sup__s0__3aa940f007,29,gpt_pass_1,1.0,1.0,2.0,3.0,2.0,1.0,2.0,mixed,clarify,synthesize,clarification
q1__medical_marijuana__self_play__llama3_8b__llama3_8b__opp_sup__s0__3aa940f007,30,gpt_pass_1,1.0,3.0,1.0,3.0,3.0,1.0,1.0,mixed,rebut,challenge,rebuttal
q1__medical_marijuana__self_play__llama3_8b__llama3_8b__opp_sup__s0__3aa940f007,31,gpt_pass_1,2.0,2.0,1.0,3.0,1.0,1.0,1.0,mixed,assert,defend,clarification
q1__medical_marijuana__self_play__llama3_8b__llama3_8b__sup_opp__s0__4de5274e66,0,gpt_pass_1,1.0,3.0,0.0,3.0,2.0,1.0,1.0,mixed,assert,defend,rebuttal
q1__medical_marijuana__self_play__llama3_8b__llama3_8b__sup_opp__s0__4de5274e66,1,gpt_pass_1,1.0,3.0,1.0,3.0,2.0,2.0,1.0,mixed,rebut,challenge,rebuttal
q1__medical_marijuana__self_play__llama3_8b__llama3_8b__sup_opp__s0__4de5274e66,2,gpt_pass_1,2.0,2.0,1.0,2.0,2.0,2.0,3.0,neutral,clarify,clarify,clarification
q1__medical_marijuana__self_play__llama3_8b__llama3_8b__sup_opp__s0__4de5274e66,3,gpt_pass_1,1.0,3.0,0.0,3.0,2.0,1.0,1.0,mixed,rebut,defend,rebuttal
q1__medical_marijuana__self_play__llama3_8b__llama3_8b__sup_opp__s0__4de5274e66,4,gpt_pass_1,2.0,3.0,1.0,3.0,3.0,1.0,1.0,mixed,rebut,defend,rebuttal
q1__medical_marijuana__self_play__llama3_8b__llama3_8b__sup_opp__s0__4de5274e66,5,gpt_pass_1,0.0,4.0,0.0,2.0,2.0,1.0,1.0,mixed,rebut,challenge,rebuttal
q1__medical_marijuana__self_play__llama3_8b__llama3_8b__sup_opp__s0__4de5274e66,6,gpt_pass_1,1.0,3.0,1.0,2.0,3.0,1.0,2.0,mixed,clarify,defend,clarification
q1__medical_marijuana__self_play__llama3_8b__llama3_8b__sup_opp__s0__4de5274e66,7,gpt_pass_1,1.0,3.0,1.0,3.0,2.0,2.0,1.0,mixed,rebut,defend,rebuttal
q1__medical_marijuana__self_play__llama3_8b__llama3_8b__sup_opp__s0__4de5274e66,8,gpt_pass_1,2.0,2.0,2.0,3.0,3.0,1.0,2.0,mixed,rebut,defend,rebuttal
q1__medical_marijuana__self_play__llama3_8b__llama3_8b__sup_opp__s0__4de5274e66,9,gpt_pass_1,1.0,3.0,1.0,3.0,3.0,1.0,1.0,mixed,rebut,challenge,rebuttal
q1__medical_marijuana__self_play__llama3_8b__llama3_8b__sup_opp__s0__4de5274e66,10,gpt_pass_1,2.0,2.0,2.0,2.0,2.0,1.0,1.0,mixed,rebut,defend,rebuttal
q1__medical_marijuana__self_play__llama3_8b__llama3_8b__sup_opp__s0__4de5274e66,11,gpt_pass_1,0.0,4.0,1.0,3.0,2.0,2.0,1.0,mixed,rebut,challenge,rebuttal
q1__medical_marijuana__self_play__llama3_8b__llama3_8b__sup_opp__s0__4de5274e66,12,gpt_pass_1,2.0,2.0,2.0,3.0,3.0,1.0,1.0,mixed,rebut,defend,rebuttal
q1__medical_marijuana__self_play__llama3_8b__llama3_8b__sup_opp__s0__4de5274e66,13,gpt_pass_1,1.0,2.0,1.0,3.0,2.0,2.0,2.0,mixed,rebut,defend,rebuttal
q1__medical_marijuana__self_play__llama3_8b__llama3_8b__sup_opp__s0__4de5274e66,14,gpt_pass_1,3.0,2.0,2.0,2.0,3.0,2.0,2.0,mixed,assert,defend,clarification
q1__medical_marijuana__self_play__llama3_8b__llama3_8b__sup_opp__s0__4de5274e66,15,gpt_pass_1,2.0,3.0,1.0,3.0,2.0,2.0,2.0,mixed,assert,defend,rebuttal
q1__medical_marijuana__self_play__llama3_8b__llama3_8b__sup_opp__s0__4de5274e66,16,gpt_pass_1,2.0,3.0,2.0,2.0,3.0,1.0,1.0,mixed,assert,defend,agreement
q1__medical_marijuana__self_play__llama3_8b__llama3_8b__sup_opp__s0__4de5274e66,17,gpt_pass_1,1.0,4.0,1.0,3.0,3.0,0.0,1.0,mixed,rebut,challenge,rebuttal
q1__medical_marijuana__self_play__llama3_8b__llama3_8b__sup_opp__s0__4de5274e66,18,gpt_pass_1,2.0,2.0,1.0,3.0,2.0,2.0,1.0,mixed,assert,defend,clarification
q1__medical_marijuana__self_play__llama3_8b__llama3_8b__sup_opp__s0__4de5274e66,19,gpt_pass_1,1.0,2.0,0.0,2.0,3.0,2.0,1.0,mixed,assert,defend,rebuttal
q1__medical_marijuana__self_play__llama3_8b__llama3_8b__sup_opp__s0__4de5274e66,20,gpt_pass_1,3.0,2.0,3.0,2.0,2.0,2.0,2.0,mixed,assert,defend,agreement
q1__medical_marijuana__self_play__llama3_8b__llama3_8b__sup_opp__s0__4de5274e66,21,gpt_pass_1,1.0,3.0,1.0,3.0,2.0,1.0,1.0,mixed,rebut,challenge,escalation
q1__medical_marijuana__self_play__llama3_8b__llama3_8b__sup_opp__s0__4de5274e66,22,gpt_pass_1,3.0,2.0,2.0,3.0,2.0,2.0,2.0,mixed,rebut,defend,rebuttal
q1__medical_marijuana__self_play__llama3_8b__llama3_8b__sup_opp__s0__4de5274e66,23,gpt_pass_1,1.0,3.0,1.0,2.0,2.0,1.0,1.0,mixed,clarify,challenge,uncertain
q1__medical_marijuana__self_play__llama3_8b__llama3_8b__sup_opp__s0__4de5274e66,24,gpt_pass_1,2.0,2.0,1.0,3.0,2.0,1.0,2.0,mixed,clarify,resolve,clarification
q1__medical_marijuana__self_play__llama3_8b__llama3_8b__sup_opp__s0__4de5274e66,25,gpt_pass_1,1.0,3.0,1.0,3.0,2.0,1.0,1.0,mixed,rebut,defend,rebuttal
q1__medical_marijuana__self_play__llama3_8b__llama3_8b__sup_opp__s0__4de5274e66,26,gpt_pass_1,1.0,2.0,1.0,3.0,2.0,2.0,2.0,mixed,assert,challenge,clarification
q1__medical_marijuana__self_play__llama3_8b__llama3_8b__sup_opp__s0__4de5274e66,27,gpt_pass_1,1.0,3.0,0.0,3.0,3.0,3.0,1.0,mixed,rebut,defend,rebuttal
q1__medical_marijuana__self_play__llama3_8b__llama3_8b__sup_opp__s0__4de5274e66,28,gpt_pass_1,1.0,3.0,2.0,3.0,2.0,2.0,1.0,mixed,rebut,defend,rebuttal
q1__medical_marijuana__self_play__llama3_8b__llama3_8b__sup_opp__s0__4de5274e66,29,gpt_pass_1,0.0,4.0,0.0,3.0,3.0,0.0,0.0,mixed,assert,defend,escalation
q1__medical_marijuana__self_play__llama3_8b__llama3_8b__sup_opp__s0__4de5274e66,30,gpt_pass_1,3.0,2.0,2.0,2.0,2.0,1.0,3.0,mixed,clarify,defend,clarification
q1__medical_marijuana__self_play__llama3_8b__llama3_8b__sup_opp__s0__4de5274e66,31,gpt_pass_1,1.0,3.0,0.0,3.0,2.0,2.0,2.0,mixed,rebut,challenge,rebuttal
q1__medical_marijuana__self_play__qwen2_5_3b__qwen2_5_3b__opp_sup__s0__6f9a00d75c,0,gpt_pass_1,1.0,3.0,1.0,3.0,3.0,1.0,2.0,mixed,rebut,challenge,rebuttal
q1__medical_marijuana__self_play__qwen2_5_3b__qwen2_5_3b__opp_sup__s0__6f9a00d75c,1,gpt_pass_1,2.0,3.0,1.0,3.0,2.0,1.0,1.0,mixed,assert,defend,rebuttal
q1__medical_marijuana__self_play__qwen2_5_3b__qwen2_5_3b__opp_sup__s0__6f9a00d75c,2,gpt_pass_1,1.0,2.0,1.0,2.0,3.0,1.0,1.0,neutral,rebut,challenge,rebuttal
q1__medical_marijuana__self_play__qwen2_5_3b__qwen2_5_3b__opp_sup__s0__6f9a00d75c,3,gpt_pass_1,1.0,3.0,2.0,2.0,3.0,2.0,2.0,neutral,assert,defend,rebuttal
q1__medical_marijuana__self_play__qwen2_5_3b__qwen2_5_3b__opp_sup__s0__6f9a00d75c,4,gpt_pass_1,1.0,2.0,1.0,3.0,2.0,1.0,1.0,negative,rebut,challenge,escalation
q1__medical_marijuana__self_play__qwen2_5_3b__qwen2_5_3b__opp_sup__s0__6f9a00d75c,5,gpt_pass_1,1.0,2.0,1.0,2.0,3.0,2.0,1.0,mixed,assert,defend,agreement
q1__medical_marijuana__self_play__qwen2_5_3b__qwen2_5_3b__opp_sup__s0__6f9a00d75c,6,gpt_pass_1,1.0,2.0,1.0,2.0,2.0,2.0,1.0,mixed,rebut,challenge,clarification
q1__medical_marijuana__self_play__qwen2_5_3b__qwen2_5_3b__opp_sup__s0__6f9a00d75c,7,gpt_pass_1,1.0,2.0,1.0,2.0,2.0,1.0,1.0,mixed,assert,defend,agreement
q1__medical_marijuana__self_play__qwen2_5_3b__qwen2_5_3b__opp_sup__s0__6f9a00d75c,8,gpt_pass_1,1.0,2.0,1.0,2.0,3.0,1.0,2.0,negative,rebut,defend,rebuttal
q1__medical_marijuana__self_play__qwen2_5_3b__qwen2_5_3b__opp_sup__s0__6f9a00d75c,9,gpt_pass_1,1.0,2.0,1.0,2.0,2.0,2.0,2.0,neutral,assert,defend,agreement
q1__medical_marijuana__self_play__qwen2_5_3b__qwen2_5_3b__opp_sup__s0__6f9a00d75c,10,gpt_pass_1,1.0,2.0,0.0,2.0,2.0,1.0,2.0,neutral,rebut,challenge,rebuttal
q1__medical_marijuana__self_play__qwen2_5_3b__qwen2_5_3b__opp_sup__s0__6f9a00d75c,11,gpt_pass_1,2.0,3.0,2.0,2.0,2.0,1.0,2.0,mixed,assert,defend,agreement
q1__medical_marijuana__self_play__qwen2_5_3b__qwen2_5_3b__opp_sup__s0__6f9a00d75c,12,gpt_pass_1,1.0,2.0,1.0,2.0,3.0,2.0,2.0,mixed,rebut,challenge,rebuttal
q1__medical_marijuana__self_play__qwen2_5_3b__qwen2_5_3b__opp_sup__s0__6f9a00d75c,13,gpt_pass_1,2.0,2.0,2.0,2.0,2.0,2.0,1.0,positive,assert,defend,agreement
q1__medical_marijuana__self_play__qwen2_5_3b__qwen2_5_3b__opp_sup__s0__6f9a00d75c,14,gpt_pass_1,1.0,2.0,2.0,3.0,2.0,2.0,1.0,negative,rebut,challenge,rebuttal
q1__medical_marijuana__self_play__qwen2_5_3b__qwen2_5_3b__opp_sup__s0__6f9a00d75c,15,gpt_pass_1,1.0,2.0,1.0,2.0,2.0,2.0,1.0,mixed,assert,defend,clarification
q1__medical_marijuana__self_play__qwen2_5_3b__qwen2_5_3b__opp_sup__s0__6f9a00d75c,16,gpt_pass_1,1.0,3.0,1.0,2.0,2.0,0.0,2.0,mixed,rebut,defend,rebuttal
q1__medical_marijuana__self_play__qwen2_5_3b__qwen2_5_3b__opp_sup__s0__6f9a00d75c,17,gpt_pass_1,2.0,2.0,1.0,3.0,2.0,2.0,2.0,positive,assert,defend,agreement
q1__medical_marijuana__self_play__qwen2_5_3b__qwen2_5_3b__opp_sup__s0__6f9a00d75c,18,gpt_pass_1,2.0,4.0,1.0,2.0,3.0,0.0,1.0,negative,rebut,challenge,rebuttal
q1__medical_marijuana__self_play__qwen2_5_3b__qwen2_5_3b__opp_sup__s0__6f9a00d75c,19,gpt_pass_1,1.0,2.0,2.0,3.0,2.0,2.0,1.0,mixed,assert,defend,rebuttal
q1__medical_marijuana__self_play__qwen2_5_3b__qwen2_5_3b__opp_sup__s0__6f9a00d75c,20,gpt_pass_1,1.0,3.0,2.0,3.0,2.0,1.0,2.0,negative,rebut,challenge,rebuttal
q1__medical_marijuana__self_play__qwen2_5_3b__qwen2_5_3b__opp_sup__s0__6f9a00d75c,21,gpt_pass_1,1.0,2.0,1.0,2.0,3.0,1.0,1.0,neutral,clarify,defend,clarification
q1__medical_marijuana__self_play__qwen2_5_3b__qwen2_5_3b__opp_sup__s0__6f9a00d75c,22,gpt_pass_1,1.0,3.0,1.0,3.0,2.0,2.0,1.0,negative,rebut,challenge,escalation
q1__medical_marijuana__self_play__qwen2_5_3b__qwen2_5_3b__opp_sup__s0__6f9a00d75c,23,gpt_pass_1,1.0,2.0,1.0,2.0,3.0,1.0,1.0,mixed,assert,defend,clarification
q1__medical_marijuana__self_play__qwen2_5_3b__qwen2_5_3b__opp_sup__s0__6f9a00d75c,24,gpt_pass_1,1.0,3.0,1.0,3.0,2.0,2.0,1.0,negative,rebut,challenge,rebuttal
q1__medical_marijuana__self_play__qwen2_5_3b__qwen2_5_3b__opp_sup__s0__6f9a00d75c,25,gpt_pass_1,2.0,2.0,1.0,3.0,3.0,1.0,2.0,mixed,assert,defend,agreement
q1__medical_marijuana__self_play__qwen2_5_3b__qwen2_5_3b__opp_sup__s0__6f9a00d75c,26,gpt_pass_1,1.0,3.0,1.0,3.0,3.0,2.0,2.0,mixed,rebut,challenge,rebuttal
q1__medical_marijuana__self_play__qwen2_5_3b__qwen2_5_3b__opp_sup__s0__6f9a00d75c,27,gpt_pass_1,1.0,2.0,1.0,3.0,2.0,2.0,2.0,mixed,assert,defend,rebuttal
q1__medical_marijuana__self_play__qwen2_5_3b__qwen2_5_3b__opp_sup__s0__6f9a00d75c,28,gpt_pass_1,2.0,3.0,1.0,3.0,3.0,1.0,1.0,mixed,rebut,challenge,rebuttal
q1__medical_marijuana__self_play__qwen2_5_3b__qwen2_5_3b__opp_sup__s0__6f9a00d75c,29,gpt_pass_1,1.0,3.0,1.0,2.0,2.0,1.0,1.0,mixed,assert,defend,rebuttal
q1__medical_marijuana__self_play__qwen2_5_3b__qwen2_5_3b__opp_sup__s0__6f9a00d75c,30,gpt_pass_1,1.0,2.0,1.0,3.0,2.0,2.0,1.0,mixed,rebut,challenge,rebuttal
q1__medical_marijuana__self_play__qwen2_5_3b__qwen2_5_3b__opp_sup__s0__6f9a00d75c,31,gpt_pass_1,2.0,3.0,1.0,3.0,3.0,1.0,2.0,mixed,assert,defend,uncertain
q1__medical_marijuana__self_play__qwen2_5_3b__qwen2_5_3b__sup_opp__s0__b183f628dd,0,gpt_pass_1,1.0,2.0,1.0,2.0,2.0,1.0,1.0,positive,assert,defend,agreement
q1__medical_marijuana__self_play__qwen2_5_3b__qwen2_5_3b__sup_opp__s0__b183f628dd,1,gpt_pass_1,1.0,3.0,1.0,2.0,3.0,3.0,1.0,negative,rebut,defend,rebuttal
q1__medical_marijuana__self_play__qwen2_5_3b__qwen2_5_3b__sup_opp__s0__b183f628dd,2,gpt_pass_1,1.0,2.0,1.0,2.0,2.0,1.0,1.0,mixed,assert,defend,rebuttal
q1__medical_marijuana__self_play__qwen2_5_3b__qwen2_5_3b__sup_opp__s0__b183f628dd,3,gpt_pass_1,1.0,2.0,1.0,2.0,2.0,1.0,2.0,mixed,assert,challenge,rebuttal
q1__medical_marijuana__self_play__qwen2_5_3b__qwen2_5_3b__sup_opp__s0__b183f628dd,4,gpt_pass_1,2.0,2.0,2.0,3.0,2.0,1.0,1.0,mixed,synthesize,explore,synthesis
q1__medical_marijuana__self_play__qwen2_5_3b__qwen2_5_3b__sup_opp__s0__b183f628dd,5,gpt_pass_1,1.0,2.0,1.0,2.0,2.0,1.0,2.0,mixed,rebut,defend,rebuttal
q1__medical_marijuana__self_play__qwen2_5_3b__qwen2_5_3b__sup_opp__s0__b183f628dd,6,gpt_pass_1,1.0,2.0,1.0,2.0,2.0,1.0,1.0,mixed,rebut,defend,rebuttal
q1__medical_marijuana__self_play__qwen2_5_3b__qwen2_5_3b__sup_opp__s0__b183f628dd,7,gpt_pass_1,1.0,2.0,1.0,2.0,3.0,2.0,2.0,mixed,rebut,challenge,rebuttal
q1__medical_marijuana__self_play__qwen2_5_3b__qwen2_5_3b__sup_opp__s0__b183f628dd,8,gpt_pass_1,1.0,2.0,1.0,2.0,3.0,1.0,1.0,mixed,assert,defend,rebuttal
q1__medical_marijuana__self_play__qwen2_5_3b__qwen2_5_3b__sup_opp__s0__b183f628dd,9,gpt_pass_1,1.0,3.0,1.0,2.0,2.0,2.0,1.0,mixed,rebut,challenge,escalation
q1__medical_marijuana__self_play__qwen2_5_3b__qwen2_5_3b__sup_opp__s0__b183f628dd,10,gpt_pass_1,1.0,2.0,1.0,2.0,2.0,1.0,2.0,mixed,synthesize,resolve,synthesis
q1__medical_marijuana__self_play__qwen2_5_3b__qwen2_5_3b__sup_opp__s0__b183f628dd,11,gpt_pass_1,1.0,3.0,0.0,2.0,2.0,1.0,2.0,negative,rebut,challenge,rebuttal
q1__medical_marijuana__self_play__qwen2_5_3b__qwen2_5_3b__sup_opp__s0__b183f628dd,12,gpt_pass_1,2.0,2.0,1.0,3.0,2.0,1.0,1.0,mixed,clarify,explore,clarification
q1__medical_marijuana__self_play__qwen2_5_3b__qwen2_5_3b__sup_opp__s0__b183f628dd,13,gpt_pass_1,1.0,3.0,1.0,2.0,3.0,3.0,2.0,mixed,rebut,challenge,rebuttal
q1__medical_marijuana__self_play__qwen2_5_3b__qwen2_5_3b__sup_opp__s0__b183f628dd,14,gpt_pass_1,1.0,2.0,2.0,2.0,2.0,1.0,1.0,mixed,synthesize,challenge,agreement
q1__medical_marijuana__self_play__qwen2_5_3b__qwen2_5_3b__sup_opp__s0__b183f628dd,15,gpt_pass_1,1.0,2.0,1.0,2.0,2.0,2.0,1.0,mixed,rebut,challenge,rebuttal
q1__medical_marijuana__self_play__qwen2_5_3b__qwen2_5_3b__sup_opp__s0__b183f628dd,16,gpt_pass_1,1.0,2.0,1.0,3.0,3.0,1.0,2.0,mixed,assert,defend,rebuttal
q1__medical_marijuana__self_play__qwen2_5_3b__qwen2_5_3b__sup_opp__s0__b183f628dd,17,gpt_pass_1,1.0,3.0,1.0,3.0,3.0,3.0,2.0,negative,rebut,challenge,rebuttal
q1__medical_marijuana__self_play__qwen2_5_3b__qwen2_5_3b__sup_opp__s0__b183f628dd,18,gpt_pass_1,1.0,2.0,1.0,3.0,2.0,1.0,1.0,mixed,assert,defend,agreement
