conv_id,turn,perceived_persona_warmth,perceived_persona_dominance,perceived_persona_curiosity,perceived_persona_structure,perceived_persona_stability,perceived_persona_deference,perceived_persona_humility,emotional_tone,realized_move,apparent_objective,response_implied_expected_reaction
q1__medical_marijuana__self_play__llama3_8b__llama3_8b__opp_sup__s0__3aa940f007,2,1.0,2.0,1.0,3.0,2.0,2.0,2.0,mixed,rebut,challenge,rebuttal
q1__medical_marijuana__self_play__llama3_8b__llama3_8b__opp_sup__s0__3aa940f007,3,2.0,2.0,3.0,3.0,2.0,2.0,2.0,mixed,assert,defend,agreement
q1__medical_marijuana__self_play__llama3_8b__llama3_8b__opp_sup__s0__3aa940f007,4,2.0,3.0,1.0,3.0,4.0,2.0,2.0,mixed,rebut,challenge,rebuttal
q1__medical_marijuana__self_play__llama3_8b__llama3_8b__opp_sup__s0__3aa940f007,5,2.0,2.0,2.0,2.0,2.0,1.0,2.0,mixed,synthesize,explore,synthesis
q1__medical_marijuana__self_play__llama3_8b__llama3_8b__opp_sup__s0__3aa940f007,6,2.0,3.0,1.0,3.0,3.0,2.0,2.0,mixed,rebut,challenge,rebuttal
q1__medical_marijuana__self_play__llama3_8b__llama3_8b__opp_sup__s0__3aa940f007,7,2.0,2.0,2.0,2.0,3.0,1.0,2.0,mixed,assert,defend,agreement
q1__medical_marijuana__self_play__llama3_8b__llama3_8b__opp_sup__s0__3aa940f007,8,1.0,3.0,1.0,3.0,2.0,1.0,2.0,mixed,rebut,challenge,rebuttal
q1__medical_marijuana__self_play__llama3_8b__llama3_8b__opp_sup__s0__3aa940f007,9,1.0,2.0,2.0,2.0,2.0,1.0,2.0,mixed,clarify,accommodate,agreement
q1__medical_marijuana__self_play__llama3_8b__llama3_8b__opp_sup__s0__3aa940f007,10,1.0,3.0,1.0,2.0,3.0,1.0,1.0,mixed,rebut,challenge,rebuttal
q1__medical_marijuana__self_play__llama3_8b__llama3_8b__opp_sup__s0__3aa940f007,11,2.0,1.0,1.0,2.0,2.0,2.0,3.0,mixed,clarify,challenge,clarification
q1__medical_marijuana__self_play__llama3_8b__llama3_8b__opp_sup__s0__3aa940f007,12,1.0,3.0,0.0,4.0,3.0,3.0,1.0,mixed,rebut,defend,rebuttal
q1__medical_marijuana__self_play__llama3_8b__llama3_8b__opp_sup__s0__3aa940f007,13,2.0,2.0,1.0,2.0,2.0,2.0,2.0,mixed,assert,defend,accommodation
q1__medical_marijuana__self_play__llama3_8b__llama3_8b__opp_sup__s0__3aa940f007,14,1.0,4.0,1.0,4.0,3.0,0.0,2.0,mixed,assert,defend,rebuttal
q1__medical_marijuana__self_play__llama3_8b__llama3_8b__opp_sup__s0__3aa940f007,15,2.0,3.0,2.0,2.0,2.0,1.0,1.0,mixed,synthesize,synthesize,synthesis
q1__medical_marijuana__self_play__llama3_8b__llama3_8b__opp_sup__s0__3aa940f007,16,1.0,3.0,1.0,4.0,3.0,1.0,2.0,mixed,rebut,challenge,rebuttal
q1__medical_marijuana__self_play__llama3_8b__llama3_8b__opp_sup__s0__3aa940f007,17,1.0,3.0,2.0,3.0,3.0,1.0,1.0,mixed,rebut,defend,rebuttal
q1__medical_marijuana__self_play__llama3_8b__llama3_8b__opp_sup__s0__3aa940f007,18,1.0,3.0,1.0,3.0,2.0,1.0,1.0,mixed,rebut,challenge,rebuttal
q1__medical_marijuana__self_play__llama3_8b__llama3_8b__opp_sup__s0__3aa940f007,19,2.0,2.0,1.0,3.0,3.0,2.0,1.0,mixed,clarify,synthesize,agreement
q1__medical_marijuana__self_play__llama3_8b__llama3_8b__opp_sup__s0__3aa940f007,20,1.0,2.0,0.0,2.0,2.0,2.0,2.0,mixed,rebut,challenge,rebuttal
q1__medical_marijuana__self_play__llama3_8b__llama3_8b__opp_sup__s0__3aa940f007,21,2.0,3.0,1.0,3.0,2.0,2.0,2.0,mixed,assert,persuade,agreement
q1__medical_marijuana__self_play__llama3_8b__llama3_8b__opp_sup__s0__3aa940f007,22,0.0,4.0,1.0,3.0,3.0,0.0,0.0,mixed,rebut,defend,rebuttal
q1__medical_marijuana__self_play__llama3_8b__llama3_8b__opp_sup__s0__3aa940f007,23,1.0,2.0,2.0,3.0,3.0,1.0,1.0,mixed,assert,defend,rebuttal
q1__medical_marijuana__self_play__llama3_8b__llama3_8b__opp_sup__s0__3aa940f007,24,1.0,3.0,1.0,2.0,2.0,1.0,1.0,mixed,rebut,challenge,rebuttal
q1__medical_marijuana__self_play__llama3_8b__llama3_8b__opp_sup__s0__3aa940f007,25,2.0,2.0,3.0,3.0,3.0,2.0,2.0,mixed,synthesize,explore,synthesis
q1__medical_marijuana__self_play__llama3_8b__llama3_8b__opp_sup__s0__3aa940f007,26,1.0,4.0,2.0,3.0,3.0,0.0,1.0,mixed,rebut,challenge,rebuttal
q1__medical_marijuana__self_play__llama3_8b__llama3_8b__opp_sup__s0__3aa940f007,27,1.0,2.0,1.0,2.0,2.0,2.0,2.0,mixed,clarify,defend,clarification
q1__medical_marijuana__self_play__llama3_8b__llama3_8b__opp_sup__s0__3aa940f007,28,1.0,3.0,1.0,2.0,2.0,1.0,2.0,mixed,rebut,challenge,rebuttal
q1__medical_marijuana__self_play__llama3_8b__llama3_8b__opp_sup__s0__3aa940f007,29,1.0,1.0,2.0,3.0,2.0,1.0,2.0,mixed,clarify,synthesize,clarification
q1__medical_marijuana__self_play__llama3_8b__llama3_8b__opp_sup__s0__3aa940f007,30,1.0,3.0,1.0,3.0,3.0,1.0,1.0,mixed,rebut,challenge,rebuttal
q1__medical_marijuana__self_play__llama3_8b__llama3_8b__opp_sup__s0__3aa940f007,31,2.0,2.0,1.0,3.0,1.0,1.0,1.0,mixed,assert,defend,clarification
q1__medical_marijuana__self_play__llama3_8b__llama3_8b__sup_opp__s0__4de5274e66,0,1.0,3.0,0.0,3.0,2.0,1.0,1.0,mixed,assert,defend,rebuttal
q1__medical_marijuana__self_play__llama3_8b__llama3_8b__sup_opp__s0__4de5274e66,1,1.0,3.0,1.0,3.0,2.0,2.0,1.0,mixed,rebut,challenge,rebuttal
q1__medical_marijuana__self_play__llama3_8b__llama3_8b__sup_opp__s0__4de5274e66,2,2.0,2.0,1.0,2.0,2.0,2.0,3.0,neutral,clarify,clarify,clarification
q1__medical_marijuana__self_play__llama3_8b__llama3_8b__sup_opp__s0__4de5274e66,3,1.0,3.0,0.0,3.0,2.0,1.0,1.0,mixed,rebut,defend,rebuttal
q1__medical_marijuana__self_play__llama3_8b__llama3_8b__sup_opp__s0__4de5274e66,4,2.0,3.0,1.0,3.0,3.0,1.0,1.0,mixed,rebut,defend,rebuttal
q1__medical_marijuana__self_play__llama3_8b__llama3_8b__sup_opp__s0__4de5274e66,5,0.0,4.0,0.0,2.0,2.0,1.0,1.0,mixed,rebut,challenge,rebuttal
q1__medical_marijuana__self_play__llama3_8b__llama3_8b__sup_opp__s0__4de5274e66,6,1.0,3.0,1.0,2.0,3.0,1.0,2.0,mixed,clarify,defend,clarification
q1__medical_marijuana__self_play__llama3_8b__llama3_8b__sup_opp__s0__4de5274e66,7,1.0,3.0,1.0,3.0,2.0,2.0,1.0,mixed,rebut,defend,rebuttal
q1__medical_marijuana__self_play__llama3_8b__llama3_8b__sup_opp__s0__4de5274e66,8,2.0,2.0,2.0,3.0,3.0,1.0,2.0,mixed,rebut,defend,rebuttal
q1__medical_marijuana__self_play__llama3_8b__llama3_8b__sup_opp__s0__4de5274e66,9,1.0,3.0,1.0,3.0,3.0,1.0,1.0,mixed,rebut,challenge,rebuttal
q1__medical_marijuana__self_play__llama3_8b__llama3_8b__sup_opp__s0__4de5274e66,10,2.0,2.0,2.0,2.0,2.0,1.0,1.0,mixed,rebut,defend,rebuttal
q1__medical_marijuana__self_play__llama3_8b__llama3_8b__sup_opp__s0__4de5274e66,11,0.0,4.0,1.0,3.0,2.0,2.0,1.0,mixed,rebut,challenge,rebuttal
q1__medical_marijuana__self_play__llama3_8b__llama3_8b__sup_opp__s0__4de5274e66,12,2.0,2.0,2.0,3.0,3.0,1.0,1.0,mixed,rebut,defend,rebuttal
q1__medical_marijuana__self_play__llama3_8b__llama3_8b__sup_opp__s0__4de5274e66,13,1.0,2.0,1.0,3.0,2.0,2.0,2.0,mixed,rebut,defend,rebuttal
q1__medical_marijuana__self_play__llama3_8b__llama3_8b__sup_opp__s0__4de5274e66,14,3.0,2.0,2.0,2.0,3.0,2.0,2.0,mixed,assert,defend,clarification
q1__medical_marijuana__self_play__llama3_8b__llama3_8b__sup_opp__s0__4de5274e66,15,2.0,3.0,1.0,3.0,2.0,2.0,2.0,mixed,assert,defend,rebuttal
q1__medical_marijuana__self_play__llama3_8b__llama3_8b__sup_opp__s0__4de5274e66,16,2.0,3.0,2.0,2.0,3.0,1.0,1.0,mixed,assert,defend,agreement
q1__medical_marijuana__self_play__llama3_8b__llama3_8b__sup_opp__s0__4de5274e66,17,1.0,4.0,1.0,3.0,3.0,0.0,1.0,mixed,rebut,challenge,rebuttal
q1__medical_marijuana__self_play__llama3_8b__llama3_8b__sup_opp__s0__4de5274e66,18,2.0,2.0,1.0,3.0,2.0,2.0,1.0,mixed,assert,defend,clarification
q1__medical_marijuana__self_play__llama3_8b__llama3_8b__sup_opp__s0__4de5274e66,19,1.0,2.0,0.0,2.0,3.0,2.0,1.0,mixed,assert,defend,rebuttal
q1__medical_marijuana__self_play__llama3_8b__llama3_8b__sup_opp__s0__4de5274e66,20,3.0,2.0,3.0,2.0,2.0,2.0,2.0,mixed,assert,defend,agreement
q1__medical_marijuana__self_play__llama3_8b__llama3_8b__sup_opp__s0__4de5274e66,21,1.0,3.0,1.0,3.0,2.0,1.0,1.0,mixed,rebut,challenge,escalation
q1__medical_marijuana__self_play__llama3_8b__llama3_8b__sup_opp__s0__4de5274e66,22,3.0,2.0,2.0,3.0,2.0,2.0,2.0,mixed,rebut,defend,rebuttal
q1__medical_marijuana__self_play__llama3_8b__llama3_8b__sup_opp__s0__4de5274e66,23,1.0,3.0,1.0,2.0,2.0,1.0,1.0,mixed,clarify,challenge,uncertain
q1__medical_marijuana__self_play__llama3_8b__llama3_8b__sup_opp__s0__4de5274e66,24,2.0,2.0,1.0,3.0,2.0,1.0,2.0,mixed,clarify,resolve,clarification
q1__medical_marijuana__self_play__llama3_8b__llama3_8b__sup_opp__s0__4de5274e66,25,1.0,3.0,1.0,3.0,2.0,1.0,1.0,mixed,rebut,defend,rebuttal
q1__medical_marijuana__self_play__llama3_8b__llama3_8b__sup_opp__s0__4de5274e66,26,1.0,2.0,1.0,3.0,2.0,2.0,2.0,mixed,assert,challenge,clarification
q1__medical_marijuana__self_play__llama3_8b__llama3_8b__sup_opp__s0__4de5274e66,27,1.0,3.0,0.0,3.0,3.0,3.0,1.0,mixed,rebut,defend,rebuttal
q1__medical_marijuana__self_play__llama3_8b__llama3_8b__sup_opp__s0__4de5274e66,28,1.0,3.0,2.0,3.0,2.0,2.0,1.0,mixed,rebut,defend,rebuttal
q1__medical_marijuana__self_play__llama3_8b__llama3_8b__sup_opp__s0__4de5274e66,29,0.0,4.0,0.0,3.0,3.0,0.0,0.0,mixed,assert,defend,escalation
q1__medical_marijuana__self_play__llama3_8b__llama3_8b__sup_opp__s0__4de5274e66,30,3.0,2.0,2.0,2.0,2.0,1.0,3.0,mixed,clarify,defend,clarification
q1__medical_marijuana__self_play__llama3_8b__llama3_8b__sup_opp__s0__4de5274e66,31,1.0,3.0,0.0,3.0,2.0,2.0,2.0,mixed,rebut,challenge,rebuttal
q1__medical_marijuana__self_play__qwen2_5_3b__qwen2_5_3b__opp_sup__s0__6f9a00d75c,0,1.0,3.0,1.0,3.0,3.0,1.0,2.0,mixed,rebut,challenge,rebuttal
q1__medical_marijuana__self_play__qwen2_5_3b__qwen2_5_3b__opp_sup__s0__6f9a00d75c,1,2.0,3.0,1.0,3.0,2.0,1.0,1.0,mixed,assert,defend,rebuttal
q1__medical_marijuana__self_play__qwen2_5_3b__qwen2_5_3b__opp_sup__s0__6f9a00d75c,2,1.0,2.0,1.0,2.0,3.0,1.0,1.0,neutral,rebut,challenge,rebuttal
q1__medical_marijuana__self_play__qwen2_5_3b__qwen2_5_3b__opp_sup__s0__6f9a00d75c,3,1.0,3.0,2.0,2.0,3.0,2.0,2.0,neutral,assert,defend,rebuttal
q1__medical_marijuana__self_play__qwen2_5_3b__qwen2_5_3b__opp_sup__s0__6f9a00d75c,4,1.0,2.0,1.0,3.0,2.0,1.0,1.0,negative,rebut,challenge,escalation
q1__medical_marijuana__self_play__qwen2_5_3b__qwen2_5_3b__opp_sup__s0__6f9a00d75c,5,1.0,2.0,1.0,2.0,3.0,2.0,1.0,mixed,assert,defend,agreement
q1__medical_marijuana__self_play__qwen2_5_3b__qwen2_5_3b__opp_sup__s0__6f9a00d75c,6,1.0,2.0,1.0,2.0,2.0,2.0,1.0,mixed,rebut,challenge,clarification
q1__medical_marijuana__self_play__qwen2_5_3b__qwen2_5_3b__opp_sup__s0__6f9a00d75c,7,1.0,2.0,1.0,2.0,2.0,1.0,1.0,mixed,assert,defend,agreement
q1__medical_marijuana__self_play__qwen2_5_3b__qwen2_5_3b__opp_sup__s0__6f9a00d75c,8,1.0,2.0,1.0,2.0,3.0,1.0,2.0,negative,rebut,defend,rebuttal
q1__medical_marijuana__self_play__qwen2_5_3b__qwen2_5_3b__opp_sup__s0__6f9a00d75c,9,1.0,2.0,1.0,2.0,2.0,2.0,2.0,neutral,assert,defend,agreement
q1__medical_marijuana__self_play__qwen2_5_3b__qwen2_5_3b__opp_sup__s0__6f9a00d75c,10,1.0,2.0,0.0,2.0,2.0,1.0,2.0,neutral,rebut,challenge,rebuttal
q1__medical_marijuana__self_play__qwen2_5_3b__qwen2_5_3b__opp_sup__s0__6f9a00d75c,11,2.0,3.0,2.0,2.0,2.0,1.0,2.0,mixed,assert,defend,agreement
q1__medical_marijuana__self_play__qwen2_5_3b__qwen2_5_3b__opp_sup__s0__6f9a00d75c,12,1.0,2.0,1.0,2.0,3.0,2.0,2.0,mixed,rebut,challenge,rebuttal
q1__medical_marijuana__self_play__qwen2_5_3b__qwen2_5_3b__opp_sup__s0__6f9a00d75c,13,2.0,2.0,2.0,2.0,2.0,2.0,1.0,positive,assert,defend,agreement
q1__medical_marijuana__self_play__qwen2_5_3b__qwen2_5_3b__opp_sup__s0__6f9a00d75c,14,1.0,2.0,2.0,3.0,2.0,2.0,1.0,negative,rebut,challenge,rebuttal
q1__medical_marijuana__self_play__qwen2_5_3b__qwen2_5_3b__opp_sup__s0__6f9a00d75c,15,1.0,2.0,1.0,2.0,2.0,2.0,1.0,mixed,assert,defend,clarification
q1__medical_marijuana__self_play__qwen2_5_3b__qwen2_5_3b__opp_sup__s0__6f9a00d75c,16,1.0,3.0,1.0,2.0,2.0,0.0,2.0,mixed,rebut,defend,rebuttal
q1__medical_marijuana__self_play__qwen2_5_3b__qwen2_5_3b__opp_sup__s0__6f9a00d75c,17,2.0,2.0,1.0,3.0,2.0,2.0,2.0,positive,assert,defend,agreement
q1__medical_marijuana__self_play__qwen2_5_3b__qwen2_5_3b__opp_sup__s0__6f9a00d75c,18,2.0,4.0,1.0,2.0,3.0,0.0,1.0,negative,rebut,challenge,rebuttal
q1__medical_marijuana__self_play__qwen2_5_3b__qwen2_5_3b__opp_sup__s0__6f9a00d75c,19,1.0,2.0,2.0,3.0,2.0,2.0,1.0,mixed,assert,defend,rebuttal
q1__medical_marijuana__self_play__qwen2_5_3b__qwen2_5_3b__opp_sup__s0__6f9a00d75c,20,1.0,3.0,2.0,3.0,2.0,1.0,2.0,negative,rebut,challenge,rebuttal
q1__medical_marijuana__self_play__qwen2_5_3b__qwen2_5_3b__opp_sup__s0__6f9a00d75c,21,1.0,2.0,1.0,2.0,3.0,1.0,1.0,neutral,clarify,defend,clarification
q1__medical_marijuana__self_play__qwen2_5_3b__qwen2_5_3b__opp_sup__s0__6f9a00d75c,22,1.0,3.0,1.0,3.0,2.0,2.0,1.0,negative,rebut,challenge,escalation
q1__medical_marijuana__self_play__qwen2_5_3b__qwen2_5_3b__opp_sup__s0__6f9a00d75c,23,1.0,2.0,1.0,2.0,3.0,1.0,1.0,mixed,assert,defend,clarification
q1__medical_marijuana__self_play__qwen2_5_3b__qwen2_5_3b__opp_sup__s0__6f9a00d75c,24,1.0,3.0,1.0,3.0,2.0,2.0,1.0,negative,rebut,challenge,rebuttal
q1__medical_marijuana__self_play__qwen2_5_3b__qwen2_5_3b__opp_sup__s0__6f9a00d75c,25,2.0,2.0,1.0,3.0,3.0,1.0,2.0,mixed,assert,defend,agreement
q1__medical_marijuana__self_play__qwen2_5_3b__qwen2_5_3b__opp_sup__s0__6f9a00d75c,26,1.0,3.0,1.0,3.0,3.0,2.0,2.0,mixed,rebut,challenge,rebuttal
q1__medical_marijuana__self_play__qwen2_5_3b__qwen2_5_3b__opp_sup__s0__6f9a00d75c,27,1.0,2.0,1.0,3.0,2.0,2.0,2.0,mixed,assert,defend,rebuttal
q1__medical_marijuana__self_play__qwen2_5_3b__qwen2_5_3b__opp_sup__s0__6f9a00d75c,28,2.0,3.0,1.0,3.0,3.0,1.0,1.0,mixed,rebut,challenge,rebuttal
q1__medical_marijuana__self_play__qwen2_5_3b__qwen2_5_3b__opp_sup__s0__6f9a00d75c,29,1.0,3.0,1.0,2.0,2.0,1.0,1.0,mixed,assert,defend,rebuttal
q1__medical_marijuana__self_play__qwen2_5_3b__qwen2_5_3b__opp_sup__s0__6f9a00d75c,30,1.0,2.0,1.0,3.0,2.0,2.0,1.0,mixed,rebut,challenge,rebuttal
q1__medical_marijuana__self_play__qwen2_5_3b__qwen2_5_3b__opp_sup__s0__6f9a00d75c,31,2.0,3.0,1.0,3.0,3.0,1.0,2.0,mixed,assert,defend,uncertain
q1__medical_marijuana__self_play__qwen2_5_3b__qwen2_5_3b__sup_opp__s0__b183f628dd,0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,positive,assert,defend,agreement
q1__medical_marijuana__self_play__qwen2_5_3b__qwen2_5_3b__sup_opp__s0__b183f628dd,1,1.0,3.0,1.0,2.0,3.0,3.0,1.0,negative,rebut,defend,rebuttal
q1__medical_marijuana__self_play__qwen2_5_3b__qwen2_5_3b__sup_opp__s0__b183f628dd,2,1.0,2.0,1.0,2.0,2.0,1.0,1.0,mixed,assert,defend,rebuttal
q1__medical_marijuana__self_play__qwen2_5_3b__qwen2_5_3b__sup_opp__s0__b183f628dd,3,1.0,2.0,1.0,2.0,2.0,1.0,2.0,mixed,assert,challenge,rebuttal
q1__medical_marijuana__self_play__qwen2_5_3b__qwen2_5_3b__sup_opp__s0__b183f628dd,4,2.0,2.0,2.0,3.0,2.0,1.0,1.0,mixed,synthesize,explore,synthesis
q1__medical_marijuana__self_play__qwen2_5_3b__qwen2_5_3b__sup_opp__s0__b183f628dd,5,1.0,2.0,1.0,2.0,2.0,1.0,2.0,mixed,rebut,defend,rebuttal
q1__medical_marijuana__self_play__qwen2_5_3b__qwen2_5_3b__sup_opp__s0__b183f628dd,6,1.0,2.0,1.0,2.0,2.0,1.0,1.0,mixed,rebut,defend,rebuttal
q1__medical_marijuana__self_play__qwen2_5_3b__qwen2_5_3b__sup_opp__s0__b183f628dd,7,1.0,2.0,1.0,2.0,3.0,2.0,2.0,mixed,rebut,challenge,rebuttal
q1__medical_marijuana__self_play__qwen2_5_3b__qwen2_5_3b__sup_opp__s0__b183f628dd,8,1.0,2.0,1.0,2.0,3.0,1.0,1.0,mixed,assert,defend,rebuttal
q1__medical_marijuana__self_play__qwen2_5_3b__qwen2_5_3b__sup_opp__s0__b183f628dd,9,1.0,3.0,1.0,2.0,2.0,2.0,1.0,mixed,rebut,challenge,escalation
q1__medical_marijuana__self_play__qwen2_5_3b__qwen2_5_3b__sup_opp__s0__b183f628dd,10,1.0,2.0,1.0,2.0,2.0,1.0,2.0,mixed,synthesize,resolve,synthesis
q1__medical_marijuana__self_play__qwen2_5_3b__qwen2_5_3b__sup_opp__s0__b183f628dd,11,1.0,3.0,0.0,2.0,2.0,1.0,2.0,negative,rebut,challenge,rebuttal
q1__medical_marijuana__self_play__qwen2_5_3b__qwen2_5_3b__sup_opp__s0__b183f628dd,12,2.0,2.0,1.0,3.0,2.0,1.0,1.0,mixed,clarify,explore,clarification
q1__medical_marijuana__self_play__qwen2_5_3b__qwen2_5_3b__sup_opp__s0__b183f628dd,13,1.0,3.0,1.0,2.0,3.0,3.0,2.0,mixed,rebut,challenge,rebuttal
q1__medical_marijuana__self_play__qwen2_5_3b__qwen2_5_3b__sup_opp__s0__b183f628dd,14,1.0,2.0,2.0,2.0,2.0,1.0,1.0,mixed,synthesize,challenge,agreement
q1__medical_marijuana__self_play__qwen2_5_3b__qwen2_5_3b__sup_opp__s0__b183f628dd,15,1.0,2.0,1.0,2.0,2.0,2.0,1.0,mixed,rebut,challenge,rebuttal
q1__medical_marijuana__self_play__qwen2_5_3b__qwen2_5_3b__sup_opp__s0__b183f628dd,16,1.0,2.0,1.0,3.0,3.0,1.0,2.0,mixed,assert,defend,rebuttal
q1__medical_marijuana__self_play__qwen2_5_3b__qwen2_5_3b__sup_opp__s0__b183f628dd,17,1.0,3.0,1.0,3.0,3.0,3.0,2.0,negative,rebut,challenge,rebuttal
q1__medical_marijuana__self_play__qwen2_5_3b__qwen2_5_3b__sup_opp__s0__b183f628dd,18,1.0,2.0,1.0,3.0,2.0,1.0,1.0,mixed,assert,defend,agreement
q1__medical_marijuana__self_play__qwen2_5_3b__qwen2_5_3b__sup_opp__s0__b183f628dd,19,1.0,3.0,1.0,2.0,2.0,2.0,1.0,mixed,rebut,challenge,escalation
q1__medical_marijuana__self_play__qwen2_5_3b__qwen2_5_3b__sup_opp__s0__b183f628dd,20,1.0,2.0,0.0,3.0,3.0,1.0,1.0,mixed,assert,defend,rebuttal
q1__medical_marijuana__self_play__qwen2_5_3b__qwen2_5_3b__sup_opp__s0__b183f628dd,21,1.0,3.0,1.0,3.0,2.0,3.0,2.0,negative,rebut,challenge,rebuttal
q1__medical_marijuana__self_play__qwen2_5_3b__qwen2_5_3b__sup_opp__s0__b183f628dd,22,1.0,2.0,1.0,2.0,2.0,2.0,1.0,mixed,clarify,defend,clarification
q1__medical_marijuana__self_play__qwen2_5_3b__qwen2_5_3b__sup_opp__s0__b183f628dd,23,1.0,4.0,1.0,3.0,3.0,4.0,0.0,negative,assert,defend,closure
q1__medical_marijuana__self_play__qwen2_5_3b__qwen2_5_3b__sup_opp__s0__b183f628dd,24,1.0,3.0,0.0,2.0,2.0,1.0,0.0,mixed,assert,defend,rebuttal
q1__medical_marijuana__self_play__qwen2_5_3b__qwen2_5_3b__sup_opp__s0__b183f628dd,25,1.0,3.0,0.0,3.0,2.0,1.0,1.0,negative,rebut,challenge,rebuttal
q1__medical_marijuana__self_play__qwen2_5_3b__qwen2_5_3b__sup_opp__s0__b183f628dd,26,2.0,2.0,1.0,3.0,3.0,1.0,1.0,mixed,synthesize,resolve,synthesis
q1__medical_marijuana__self_play__qwen2_5_3b__qwen2_5_3b__sup_opp__s0__b183f628dd,27,1.0,2.0,1.0,3.0,2.0,2.0,1.0,mixed,clarify,explore,clarification
q1__medical_marijuana__self_play__qwen2_5_3b__qwen2_5_3b__sup_opp__s0__b183f628dd,28,1.0,2.0,1.0,2.0,2.0,1.0,1.0,mixed,synthesize,explore,synthesis
q1__medical_marijuana__self_play__qwen2_5_3b__qwen2_5_3b__sup_opp__s0__b183f628dd,29,1.0,2.0,1.0,2.0,2.0,2.0,2.0,negative,rebut,defend,rebuttal
q1__medical_marijuana__self_play__qwen2_5_3b__qwen2_5_3b__sup_opp__s0__b183f628dd,30,1.0,1.0,0.0,2.0,2.0,1.0,1.0,neutral,assert,defend,rebuttal
q1__medical_marijuana__self_play__qwen2_5_3b__qwen2_5_3b__sup_opp__s0__b183f628dd,31,1.0,2.0,1.0,3.0,3.0,2.0,0.0,mixed,rebut,challenge,rebuttal
q1__school_uniforms__mixed_play__gemma2_9b__qwen2_5_3b__opp_sup__s0__e5de748bc3,0,1.0,2.0,1.0,3.0,3.0,2.0,2.0,mixed,rebut,challenge,rebuttal
q1__school_uniforms__mixed_play__gemma2_9b__qwen2_5_3b__opp_sup__s0__e5de748bc3,1,1.0,2.0,1.0,2.0,2.0,2.0,0.0,mixed,rebut,defend,rebuttal
q1__school_uniforms__mixed_play__gemma2_9b__qwen2_5_3b__opp_sup__s0__e5de748bc3,2,1.0,3.0,1.0,2.0,3.0,1.0,0.0,mixed,assert,challenge,clarification
q1__school_uniforms__mixed_play__gemma2_9b__qwen2_5_3b__opp_sup__s0__e5de748bc3,3,2.0,3.0,1.0,2.0,2.0,1.0,1.0,mixed,rebut,defend,rebuttal
q1__school_uniforms__mixed_play__gemma2_9b__qwen2_5_3b__opp_sup__s0__e5de748bc3,4,1.0,2.0,2.0,3.0,3.0,2.0,1.0,mixed,rebut,challenge,rebuttal
q1__school_uniforms__mixed_play__gemma2_9b__qwen2_5_3b__opp_sup__s0__e5de748bc3,5,1.0,2.0,1.0,3.0,2.0,1.0,1.0,mixed,assert,defend,agreement
q1__school_uniforms__mixed_play__gemma2_9b__qwen2_5_3b__opp_sup__s0__e5de748bc3,6,1.0,2.0,1.0,2.0,3.0,2.0,2.0,mixed,rebut,defend,rebuttal
q1__school_uniforms__mixed_play__gemma2_9b__qwen2_5_3b__opp_sup__s0__e5de748bc3,7,1.0,2.0,1.0,2.0,2.0,1.0,1.0,mixed,rebut,defend,clarification
q1__school_uniforms__mixed_play__gemma2_9b__qwen2_5_3b__opp_sup__s0__e5de748bc3,8,1.0,3.0,1.0,3.0,2.0,2.0,1.0,mixed,rebut,defend,rebuttal
q1__school_uniforms__mixed_play__gemma2_9b__qwen2_5_3b__opp_sup__s0__e5de748bc3,9,1.0,3.0,1.0,3.0,3.0,1.0,2.0,mixed,clarify,defend,agreement
q1__school_uniforms__mixed_play__gemma2_9b__qwen2_5_3b__opp_sup__s0__e5de748bc3,10,2.0,2.0,2.0,2.0,3.0,2.0,1.0,mixed,assert,defend,escalation
q1__school_uniforms__mixed_play__gemma2_9b__qwen2_5_3b__opp_sup__s0__e5de748bc3,11,1.0,1.0,2.0,1.0,2.0,1.0,1.0,mixed,clarify,synthesize,synthesis
q1__school_uniforms__mixed_play__gemma2_9b__qwen2_5_3b__opp_sup__s0__e5de748bc3,12,2.0,2.0,2.0,2.0,2.0,2.0,2.0,mixed,rebut,defend,rebuttal
q1__school_uniforms__mixed_play__gemma2_9b__qwen2_5_3b__opp_sup__s0__e5de748bc3,13,1.0,2.0,1.0,2.0,2.0,2.0,2.0,mixed,clarify,accommodate,agreement
q1__school_uniforms__mixed_play__gemma2_9b__qwen2_5_3b__opp_sup__s0__e5de748bc3,14,1.0,3.0,1.0,2.0,2.0,2.0,1.0,mixed,rebut,defend,rebuttal
q1__school_uniforms__mixed_play__gemma2_9b__qwen2_5_3b__opp_sup__s0__e5de748bc3,15,2.0,2.0,2.0,3.0,3.0,1.0,2.0,mixed,synthesize,resolve,synthesis
q1__school_uniforms__mixed_play__gemma2_9b__qwen2_5_3b__opp_sup__s0__e5de748bc3,16,1.0,3.0,2.0,4.0,2.0,1.0,0.0,mixed,rebut,defend,uncertain
q1__school_uniforms__mixed_play__gemma2_9b__qwen2_5_3b__opp_sup__s0__e5de748bc3,17,2.0,2.0,2.0,2.0,2.0,2.0,2.0,mixed,synthesize,resolve,synthesis
q1__school_uniforms__mixed_play__gemma2_9b__qwen2_5_3b__opp_sup__s0__e5de748bc3,18,1.0,2.0,1.0,3.0,2.0,2.0,2.0,mixed,rebut,challenge,rebuttal
